"date","statename","statepostal","fips","m50","m50_index"
2020-04-14,"Missouri","MO",29,2.473,26
2020-04-14,"Mississippi","MS",28,5.892,52
2020-04-14,"Montana","MT",30,1.01,24
2020-04-14,"North Carolina","NC",37,3.472,35
2020-04-14,"North Dakota","ND",38,1.524,35
2020-04-14,"Nebraska","NE",31,2.362,35
2020-04-14,"New Hampshire","NH",33,1.192,13
2020-04-14,"New Jersey","NJ",34,0.083,1
2020-04-14,"New Mexico","NM",35,0.923,15
2020-04-14,"Nevada","NV",32,0.52,7
2020-04-14,"New York","NY",36,0.041,0
2020-04-14,"Ohio","OH",39,1.31,16
2020-04-14,"Oklahoma","OK",40,3.328,34
2020-04-14,"Oregon","OR",41,0.975,18
2020-04-14,"Pennsylvania","PA",42,0.184,2
2020-04-14,"Rhode Island","RI",44,0.48,7
2020-04-14,"South Carolina","SC",45,4.45,46
2020-04-14,"South Dakota","SD",46,1.763,34
2020-04-14,"Tennessee","TN",47,3.887,37
2020-04-14,"Texas","TX",48,2.333,25
2020-04-14,"Utah","UT",49,1.664,23
2020-04-14,"Virginia","VA",51,1.231,15
2020-04-14,"Vermont","VT",50,0.089,1
2020-04-14,"Washington","WA",53,0.4,6
2020-04-14,"Wisconsin","WI",55,0.597,8
2020-04-14,"West Virginia","WV",54,1.672,21
2020-04-14,"Wyoming","WY",56,1.638,40
2020-04-15,"Alaska","AK",2,0.148,3
2020-04-15,"Alabama","AL",1,5.958,56
2020-04-15,"Arkansas","AR",5,5.84,61
2020-04-15,"Arizona","AZ",4,1.508,19
2020-04-15,"California","CA",6,0.8,11
2020-04-15,"Colorado","CO",8,0.478,6
2020-04-15,"Connecticut","CT",9,0.65,9
2020-04-15,"Washington, D.C.","DC",11,0.022,0
2020-04-15,"Delaware","DE",10,0.77,9
2020-04-15,"Florida","FL",12,1.248,15
2020-04-15,"Georgia","GA",13,3.487,35
2020-04-15,"Hawaii","HI",15,1.581,23
2020-04-15,"Iowa","IA",19,2.456,35
2020-04-15,"Idaho","ID",16,1.716,31
2020-04-15,"Illinois","IL",17,0.808,11
2020-04-15,"Indiana","IN",18,1.94,23
2020-04-15,"Kansas","KS",20,2.502,34
2020-04-15,"Kentucky","KY",21,3.169,36
2020-04-15,"Louisiana","LA",22,4.368,46
2020-04-15,"Massachusetts","MA",25,0.068,1
2020-04-15,"Maryland","MD",24,0.079,0
2020-04-15,"Maine","ME",23,1.208,16
2020-04-15,"Michigan","MI",26,0.05,0
2020-04-15,"Minnesota","MN",27,0.484,6
2020-04-15,"Missouri","MO",29,2.997,31
2020-04-15,"Mississippi","MS",28,6.478,57
2020-04-15,"Montana","MT",30,1.031,24
2020-04-15,"North Carolina","NC",37,3.369,34
2020-04-15,"North Dakota","ND",38,1.941,45
2020-04-15,"Nebraska","NE",31,2.816,42
2020-04-15,"New Hampshire","NH",33,1.38,15
2020-04-15,"New Jersey","NJ",34,0.068,0
2020-04-15,"New Mexico","NM",35,1.364,22
2020-04-15,"Nevada","NV",32,0.961,13
2020-04-15,"New York","NY",36,0.039,0
2020-04-15,"Ohio","OH",39,1.436,18
2020-04-15,"Oklahoma","OK",40,4.57,47
2020-04-15,"Oregon","OR",41,1.064,20
2020-04-15,"Pennsylvania","PA",42,0.25,3
2020-04-15,"Rhode Island","RI",44,0.274,4
2020-04-15,"South Carolina","SC",45,4.421,46
2020-04-15,"South Dakota","SD",46,2.118,41
2020-04-15,"Tennessee","TN",47,4.574,44
2020-04-15,"Texas","TX",48,2.821,31
2020-04-15,"Utah","UT",49,1.301,18
2020-04-15,"Virginia","VA",51,1.221,15
2020-04-15,"Vermont","VT",50,0.183,3
2020-04-15,"Washington","WA",53,0.502,8
2020-04-15,"Wisconsin","WI",55,0.939,14
2020-04-15,"West Virginia","WV",54,2.426,31
2020-04-15,"Wyoming","WY",56,1.837,45
2020-04-16,"Alaska","AK",2,0.156,3
2020-04-16,"Alabama","AL",1,6.255,59
2020-04-16,"Arkansas","AR",5,6.192,64
2020-04-16,"Arizona","AZ",4,1.679,21
2020-04-16,"California","CA",6,0.96,14
2020-04-16,"Colorado","CO",8,0.037,0
2020-04-16,"Connecticut","CT",9,0.578,8
2020-04-16,"Washington, D.C.","DC",11,0.022,0
2020-04-16,"Delaware","DE",10,0.82,9
2020-04-16,"Florida","FL",12,1.3,15
2020-04-16,"Georgia","GA",13,3.864,39
2020-04-16,"Hawaii","HI",15,1.625,23
2020-04-16,"Iowa","IA",19,2.46,35
2020-04-16,"Idaho","ID",16,2.117,38
2020-04-16,"Illinois","IL",17,1.235,17
2020-04-16,"Indiana","IN",18,2.386,28
2020-04-16,"Kansas","KS",20,2.019,27
2020-04-16,"Kentucky","KY",21,3.438,39
2020-04-16,"Louisiana","LA",22,4.582,48
2020-04-16,"Massachusetts","MA",25,0.067,1
2020-04-16,"Maryland","MD",24,0.096,1
2020-04-16,"Maine","ME",23,1.12,15
2020-04-16,"Michigan","MI",26,0.064,0
2020-04-16,"Minnesota","MN",27,0.69,9
2020-04-16,"Missouri","MO",29,2.994,31
2020-04-16,"Mississippi","MS",28,6.75,60
2020-04-16,"Montana","MT",30,1.492,35
2020-04-16,"North Carolina","NC",37,3.915,40
2020-04-16,"North Dakota","ND",38,2.039,47
2020-04-16,"Nebraska","NE",31,1.61,24
2020-04-16,"New Hampshire","NH",33,1.289,14
2020-04-16,"New Jersey","NJ",34,0.064,0
2020-04-16,"New Mexico","NM",35,1.388,23
2020-04-16,"Nevada","NV",32,0.963,13
2020-04-16,"New York","NY",36,0.038,0
2020-04-16,"Ohio","OH",39,1.783,22
2020-04-16,"Oklahoma","OK",40,4.77,49
2020-04-16,"Oregon","OR",41,1.361,26
2020-04-16,"Pennsylvania","PA",42,0.188,2
2020-04-16,"Rhode Island","RI",44,0.414,6
2020-04-16,"South Carolina","SC",45,4.922,51
2020-04-16,"South Dakota","SD",46,2.283,44
2020-04-16,"Tennessee","TN",47,4.912,48
2020-04-16,"Texas","TX",48,3.071,33
2020-04-16,"Utah","UT",49,1.675,23
2020-04-16,"Virginia","VA",51,1.648,20
2020-04-16,"Vermont","VT",50,0.134,2
2020-04-16,"Washington","WA",53,0.744,12
2020-04-16,"Wisconsin","WI",55,1.172,17
2020-04-16,"West Virginia","WV",54,2.502,32
2020-04-16,"Wyoming","WY",56,1.097,27
2020-04-17,"Alaska","AK",2,0.667,16
2020-04-17,"Alabama","AL",1,7.167,68
2020-04-17,"Arkansas","AR",5,6.338,66
2020-04-17,"Arizona","AZ",4,2.321,29
2020-04-17,"California","CA",6,1.504,21
2020-04-17,"Colorado","CO",8,0.922,13
2020-04-17,"Connecticut","CT",9,1.125,16
2020-04-17,"Washington, D.C.","DC",11,0.028,0
2020-04-17,"Delaware","DE",10,1.639,19
2020-04-17,"Florida","FL",12,2.199,26
2020-04-17,"Georgia","GA",13,4.802,49
2020-04-17,"Hawaii","HI",15,2.183,32
2020-04-17,"Iowa","IA",19,2.975,42
2020-04-17,"Idaho","ID",16,2.908,53
2020-04-17,"Illinois","IL",17,1.327,18
2020-04-17,"Indiana","IN",18,2.246,26
2020-04-17,"Kansas","KS",20,2.702,36
2020-04-17,"Kentucky","KY",21,3.656,42
2020-04-17,"Louisiana","LA",22,5.212,55
2020-04-17,"Massachusetts","MA",25,0.304,5
2020-04-17,"Maryland","MD",24,0.447,5
2020-04-17,"Maine","ME",23,1.813,25
2020-04-17,"Michigan","MI",26,0.061,0
2020-04-17,"Minnesota","MN",27,1.473,19
2020-04-17,"Missouri","MO",29,3.333,35
2020-04-17,"Mississippi","MS",28,7.589,67
2020-04-17,"Montana","MT",30,2.006,48
2020-04-17,"North Carolina","NC",37,4.764,48
2020-04-17,"North Dakota","ND",38,2.467,57
2020-04-17,"Nebraska","NE",31,3.004,44
2020-04-17,"New Hampshire","NH",33,1.876,21
2020-04-17,"New Jersey","NJ",34,0.152,2
2020-04-17,"New Mexico","NM",35,1.92,32
2020-04-17,"Nevada","NV",32,1.443,20
2020-04-17,"New York","NY",36,0.044,0
2020-04-17,"Ohio","OH",39,1.659,20
2020-04-17,"Oklahoma","OK",40,4.828,50
2020-04-17,"Oregon","OR",41,1.849,35
2020-04-17,"Pennsylvania","PA",42,0.469,7
2020-04-17,"Rhode Island","RI",44,1.057,17
2020-04-17,"South Carolina","SC",45,5.556,58
2020-04-17,"South Dakota","SD",46,3.047,59
2020-04-17,"Tennessee","TN",47,5.643,55
2020-04-17,"Texas","TX",48,3.545,39
2020-04-17,"Utah","UT",49,2.244,31
2020-04-17,"Virginia","VA",51,2.347,29
2020-04-17,"Vermont","VT",50,0.352,5
2020-04-17,"Washington","WA",53,1.3,21
2020-04-17,"Wisconsin","WI",55,1.934,29
2020-04-17,"West Virginia","WV",54,2.873,37
2020-04-17,"Wyoming","WY",56,2.592,64
2020-04-18,"Alaska","AK",2,0.054,1
2020-04-18,"Alabama","AL",1,5.253,49
2020-04-18,"Arkansas","AR",5,5.382,56
2020-04-18,"Arizona","AZ",4,1.054,13
2020-04-18,"California","CA",6,0.37,5
2020-04-18,"Colorado","CO",8,0.135,1
2020-04-18,"Connecticut","CT",9,0.047,0
2020-04-18,"Washington, D.C.","DC",11,0.025,0
2020-04-18,"Delaware","DE",10,0.08,0
2020-04-18,"Florida","FL",12,0.625,7
2020-04-18,"Georgia","GA",13,3.242,33
2020-04-18,"Hawaii","HI",15,0.843,12
2020-04-18,"Iowa","IA",19,2.196,31
2020-04-18,"Idaho","ID",16,1.534,28
2020-04-18,"Illinois","IL",17,1.15,15
2020-04-18,"Indiana","IN",18,1.867,22
2020-04-18,"Kansas","KS",20,2.176,29
2020-04-18,"Kentucky","KY",21,2.684,31
2020-04-18,"Louisiana","LA",22,2.978,31
2020-04-18,"Massachusetts","MA",25,0.032,0
2020-04-18,"Maryland","MD",24,0.045,0
2020-04-18,"Maine","ME",23,0.172,2
2020-04-18,"Michigan","MI",26,0.069,0
2020-04-18,"Minnesota","MN",27,0.628,8
2020-04-18,"Missouri","MO",29,2.863,30
2020-04-18,"Mississippi","MS",28,5.406,48
2020-04-18,"Montana","MT",30,0.538,12
2020-04-18,"North Carolina","NC",37,2.655,27
2020-04-18,"North Dakota","ND",38,0.824,19
2020-04-18,"Nebraska","NE",31,2.695,40
2020-04-18,"New Hampshire","NH",33,0.063,0
2020-04-18,"New Jersey","NJ",34,0.038,0
2020-04-18,"New Mexico","NM",35,0.592,9
2020-04-18,"Nevada","NV",32,0.376,5
2020-04-18,"New York","NY",36,0.03,0
2020-04-18,"Ohio","OH",39,1.335,16
2020-04-18,"Oklahoma","OK",40,3.732,38
2020-04-18,"Oregon","OR",41,0.097,1
2020-04-18,"Pennsylvania","PA",42,0.057,0
2020-04-18,"Rhode Island","RI",44,0.038,0
2020-04-18,"South Carolina","SC",45,3.768,39
2020-04-18,"South Dakota","SD",46,2.154,42
2020-04-18,"Tennessee","TN",47,3.947,38
2020-04-18,"Texas","TX",48,2.046,22
2020-04-18,"Utah","UT",49,1.174,16
2020-04-18,"Virginia","VA",51,0.548,6
2020-04-18,"Vermont","VT",50,0.072,1
2020-04-18,"Washington","WA",53,0.058,0
2020-04-18,"Wisconsin","WI",55,0.739,11
2020-04-18,"West Virginia","WV",54,1.228,15
2020-04-18,"Wyoming","WY",56,1.902,47
2020-04-19,"Alaska","AK",2,0.036,0
2020-04-19,"Alabama","AL",1,0.523,4
2020-04-19,"Arkansas","AR",5,1.618,16
2020-04-19,"Arizona","AZ",4,0.177,2
2020-04-19,"California","CA",6,0.111,1
2020-04-19,"Colorado","CO",8,0.048,0
2020-04-19,"Connecticut","CT",9,0.081,1
2020-04-19,"Washington, D.C.","DC",11,0.023,0
2020-04-19,"Delaware","DE",10,0.061,0
2020-04-19,"Florida","FL",12,0.141,1
2020-04-19,"Georgia","GA",13,0.055,0
2020-04-19,"Hawaii","HI",15,0.177,2
2020-04-19,"Iowa","IA",19,1.031,14
2020-04-19,"Idaho","ID",16,0.272,4
2020-04-19,"Illinois","IL",17,0.294,4
2020-04-19,"Indiana","IN",18,0.427,5
2020-04-19,"Kansas","KS",20,0.97,13
2020-04-19,"Kentucky","KY",21,0.904,10
2020-04-19,"Louisiana","LA",22,0.764,8
2020-04-19,"Massachusetts","MA",25,0.051,0
2020-04-19,"Maryland","MD",24,0.037,0
2020-04-19,"Maine","ME",23,0.126,1
2020-04-19,"Michigan","MI",26,0.042,0
2020-04-19,"Minnesota","MN",27,0.059,0
2020-04-19,"Missouri","MO",29,1.233,13
2020-04-19,"Mississippi","MS",28,0.675,6
2020-04-19,"Montana","MT",30,0.1,2
2020-04-19,"North Carolina","NC",37,0.622,6
2020-04-19,"North Dakota","ND",38,0.119,2
2020-04-19,"Nebraska","NE",31,1.324,19
2020-04-19,"New Hampshire","NH",33,0.268,3
2020-04-19,"New Jersey","NJ",34,0.041,0
2020-04-19,"New Mexico","NM",35,0.119,2
2020-04-19,"Nevada","NV",32,0.057,0
2020-04-19,"New York","NY",36,0.03,0
2020-04-19,"Ohio","OH",39,0.147,1
2020-04-19,"Oklahoma","OK",40,1.766,18
2020-04-19,"Oregon","OR",41,0.084,1
2020-04-19,"Pennsylvania","PA",42,0.047,0
2020-04-19,"Rhode Island","RI",44,0.059,0
2020-04-19,"South Carolina","SC",45,0.636,6
2020-04-19,"South Dakota","SD",46,0.404,7
2020-04-19,"Tennessee","TN",47,0.989,9
2020-04-19,"Texas","TX",48,0.538,5
2020-04-19,"Utah","UT",49,0.037,0
2020-04-19,"Virginia","VA",51,0.151,1
2020-04-19,"Vermont","VT",50,0.05,0
2020-04-19,"Washington","WA",53,0.05,0
2020-04-19,"Wisconsin","WI",55,0.068,1
2020-04-19,"West Virginia","WV",54,0.663,8
2020-04-19,"Wyoming","WY",56,0.573,14
2020-04-21,"Alaska","AK",2,0.912,22
2020-04-21,"Alabama","AL",1,6.577,62
2020-04-21,"Arkansas","AR",5,6.292,65
2020-04-21,"Arizona","AZ",4,1.197,15
2020-04-21,"California","CA",6,0.473,6
2020-04-21,"Colorado","CO",8,1.036,14
2020-04-21,"Connecticut","CT",9,0.378,5
2020-04-21,"Washington, D.C.","DC",11,0.036,0
2020-04-21,"Delaware","DE",10,1.11,13
2020-04-21,"Florida","FL",12,2.914,35
2020-04-21,"Georgia","GA",13,4.43,45
2020-04-21,"Hawaii","HI",15,1.511,22
2020-04-21,"Iowa","IA",19,3.437,49
2020-04-21,"Idaho","ID",16,2.296,42
2020-04-21,"Illinois","IL",17,1.938,26
2020-04-21,"Indiana","IN",18,3.398,40
2020-04-21,"Kansas","KS",20,3.174,43
2020-04-21,"Kentucky","KY",21,3.951,45
2020-04-21,"Louisiana","LA",22,4.922,52
2020-04-21,"Massachusetts","MA",25,0.106,1
2020-04-21,"Maryland","MD",24,0.315,3
2020-04-21,"Maine","ME",23,1.457,20
2020-04-21,"Michigan","MI",26,0.222,2
2020-04-21,"Minnesota","MN",27,1.838,24
2020-04-21,"Missouri","MO",29,3.981,42
2020-04-21,"Mississippi","MS",28,6.95,62
2020-04-21,"Montana","MT",30,2.117,50
2020-04-21,"North Carolina","NC",37,4.477,45
2020-04-21,"North Dakota","ND",38,2.614,61
2020-04-21,"Nebraska","NE",31,3.468,51
2020-04-21,"New Hampshire","NH",33,1.603,18
2020-04-21,"New Jersey","NJ",34,0.096,1
2020-04-21,"New Mexico","NM",35,1.769,29
2020-04-21,"Nevada","NV",32,0.429,6
2020-04-21,"New York","NY",36,0.045,0
2020-04-21,"Ohio","OH",39,2.54,31
2020-04-21,"Oklahoma","OK",40,4.964,51
2020-04-21,"Oregon","OR",41,0.816,15
2020-04-21,"Pennsylvania","PA",42,0.5,7
2020-04-21,"Rhode Island","RI",44,0.296,4
2020-04-21,"South Carolina","SC",45,5.381,56
2020-04-21,"South Dakota","SD",46,3.041,59
2020-04-21,"Tennessee","TN",47,5.312,51
2020-04-21,"Texas","TX",48,3.458,38
2020-04-21,"Utah","UT",49,2.073,29
2020-04-21,"Virginia","VA",51,2.044,25
2020-04-21,"Vermont","VT",50,0.408,6
2020-04-21,"Washington","WA",53,0.245,3
2020-04-21,"Wisconsin","WI",55,2.009,30
2020-04-21,"West Virginia","WV",54,2.754,35
2020-04-21,"Wyoming","WY",56,2.753,68
2020-04-22,"Alaska","AK",2,1.11,27
2020-04-22,"Alabama","AL",1,6.623,62
2020-04-22,"Arkansas","AR",5,4.68,49
2020-04-22,"Arizona","AZ",4,1.401,17
2020-04-22,"California","CA",6,0.497,7
2020-04-22,"Colorado","CO",8,1.084,15
2020-04-22,"Connecticut","CT",9,1.289,19
2020-04-22,"Washington, D.C.","DC",11,0.046,1
2020-04-22,"Delaware","DE",10,2.185,26
2020-04-22,"Florida","FL",12,3.23,39
2020-04-22,"Georgia","GA",13,4.738,48
2020-04-22,"Hawaii","HI",15,1.638,24
2020-04-22,"Iowa","IA",19,3.632,52
2020-04-22,"Idaho","ID",16,2.368,43
2020-04-22,"Illinois","IL",17,2.028,27
2020-04-22,"Indiana","IN",18,3.901,46
2020-04-22,"Kansas","KS",20,2.538,34
2020-04-22,"Kentucky","KY",21,4.418,51
2020-04-22,"Louisiana","LA",22,4.653,49
2020-04-22,"Massachusetts","MA",25,0.337,5
2020-04-22,"Maryland","MD",24,0.686,8
2020-04-22,"Maine","ME",23,1.896,26
2020-04-22,"Michigan","MI",26,0.404,5
2020-04-22,"Minnesota","MN",27,2.638,35
2020-04-22,"Missouri","MO",29,3.446,36
2020-04-22,"Mississippi","MS",28,6.528,58
2020-04-22,"Montana","MT",30,2.045,49
2020-04-22,"North Carolina","NC",37,4.961,50
2020-04-22,"North Dakota","ND",38,2.827,66
2020-04-22,"Nebraska","NE",31,3.697,55
2020-04-22,"New Hampshire","NH",33,2.38,26
2020-04-22,"New Jersey","NJ",34,0.357,4
2020-04-22,"New Mexico","NM",35,2.033,34
2020-04-22,"Nevada","NV",32,0.595,8
2020-04-22,"New York","NY",36,0.065,1
2020-04-22,"Ohio","OH",39,3.176,39
2020-04-22,"Oklahoma","OK",40,3.588,37
2020-04-22,"Oregon","OR",41,0.495,9
2020-04-22,"Pennsylvania","PA",42,1.09,17
2020-04-22,"Rhode Island","RI",44,1.054,17
2020-04-22,"South Carolina","SC",45,5.679,59
2020-04-22,"South Dakota","SD",46,3.254,63
2020-04-22,"Tennessee","TN",47,5.401,52
2020-04-22,"Texas","TX",48,3.083,33
2020-04-22,"Utah","UT",49,2.215,31
2020-04-22,"Virginia","VA",51,2.709,33
2020-04-22,"Vermont","VT",50,0.505,8
2020-04-22,"Washington","WA",53,0.086,1
2020-04-22,"Wisconsin","WI",55,2.347,35
2020-04-22,"West Virginia","WV",54,3.594,46
2020-04-22,"Wyoming","WY",56,3.206,79
2020-04-23,"Alaska","AK",2,0.762,19
2020-04-23,"Alabama","AL",1,4.972,47
2020-04-23,"Arkansas","AR",5,6.178,64
2020-04-23,"Arizona","AZ",4,1.444,18
2020-04-23,"California","CA",6,0.458,6
2020-04-23,"Colorado","CO",8,1.148,16
2020-04-23,"Connecticut","CT",9,1.229,18
2020-04-23,"Washington, D.C.","DC",11,0.029,0
2020-04-23,"Delaware","DE",10,1.98,23
2020-04-23,"Florida","FL",12,3.057,37
2020-04-23,"Georgia","GA",13,3.115,31
2020-04-23,"Hawaii","HI",15,1.444,21
2020-04-23,"Iowa","IA",19,3.816,54
2020-04-23,"Idaho","ID",16,2.1,38
2020-04-23,"Illinois","IL",17,1.953,26
2020-04-23,"Indiana","IN",18,3.22,38
2020-04-23,"Kansas","KS",20,3.472,47
2020-04-23,"Kentucky","KY",21,3.205,37
2020-04-23,"Louisiana","LA",22,4.574,48
2020-04-23,"Massachusetts","MA",25,0.717,11
2020-04-23,"Maryland","MD",24,0.461,5
2020-04-23,"Maine","ME",23,2.664,37
2020-04-23,"Michigan","MI",26,0.427,5
2020-04-23,"Minnesota","MN",27,2.431,32
2020-04-23,"Missouri","MO",29,3.544,37
2020-04-23,"Mississippi","MS",28,6.137,54
2020-04-23,"Montana","MT",30,1.712,41
2020-04-23,"North Carolina","NC",37,3.762,38
2020-04-23,"North Dakota","ND",38,2.772,64
2020-04-23,"Nebraska","NE",31,3.761,56
2020-04-23,"New Hampshire","NH",33,3.189,36
2020-04-23,"New Jersey","NJ",34,0.302,4
2020-04-23,"New Mexico","NM",35,2.099,35
2020-04-23,"Nevada","NV",32,0.506,7
2020-04-23,"New York","NY",36,0.067,1
2020-04-23,"Ohio","OH",39,2.906,36
2020-04-23,"Oklahoma","OK",40,5.634,58
2020-04-23,"Oregon","OR",41,0.84,16
2020-04-23,"Pennsylvania","PA",42,1.024,16
2020-04-23,"Rhode Island","RI",44,1.3,21
2020-04-23,"South Carolina","SC",45,4.5,47
2020-04-23,"South Dakota","SD",46,3.144,61
2020-04-23,"Tennessee","TN",47,4.691,45
2020-04-23,"Texas","TX",48,3.975,43
2020-04-23,"Utah","UT",49,2.144,30
2020-04-23,"Virginia","VA",51,2.102,26
2020-04-23,"Vermont","VT",50,1.321,22
2020-04-23,"Washington","WA",53,0.231,3
2020-04-23,"Wisconsin","WI",55,2.354,35
2020-04-23,"West Virginia","WV",54,2.785,36
2020-04-23,"Wyoming","WY",56,2.714,67
2020-04-24,"Alaska","AK",2,1.265,31
2020-04-24,"Alabama","AL",1,7.584,71
2020-04-24,"Arkansas","AR",5,6.214,65
2020-04-24,"Arizona","AZ",4,1.718,21
2020-04-24,"California","CA",6,0.723,10
2020-04-24,"Colorado","CO",8,1.328,18
2020-04-24,"Connecticut","CT",9,0.95,14
2020-04-24,"Washington, D.C.","DC",11,0.032,0
2020-04-24,"Delaware","DE",10,1.326,15
2020-04-24,"Florida","FL",12,2.293,28
2020-04-24,"Georgia","GA",13,5.379,55
2020-04-24,"Hawaii","HI",15,1.794,26
2020-04-24,"Iowa","IA",19,3.622,52
2020-04-24,"Idaho","ID",16,2.549,46
2020-04-24,"Illinois","IL",17,2.236,30
2020-04-24,"Indiana","IN",18,4.154,49
2020-04-24,"Kansas","KS",20,2.859,38
2020-04-24,"Kentucky","KY",21,4.559,52
2020-04-24,"Louisiana","LA",22,5.643,59
2020-04-24,"Massachusetts","MA",25,0.133,2
2020-04-24,"Maryland","MD",24,0.483,6
2020-04-24,"Maine","ME",23,2.365,33
2020-04-24,"Michigan","MI",26,1.081,13
2020-04-24,"Minnesota","MN",27,2.678,36
2020-04-24,"Missouri","MO",29,3.919,41
2020-04-24,"Mississippi","MS",28,7.915,70
2020-04-24,"Montana","MT",30,2.062,49
2020-04-24,"North Carolina","NC",37,5.206,53
2020-04-24,"North Dakota","ND",38,3.019,70
2020-04-24,"Nebraska","NE",31,3.554,53
2020-04-24,"New Hampshire","NH",33,2.439,27
2020-04-24,"New Jersey","NJ",34,0.116,1
2020-04-24,"New Mexico","NM",35,2.085,35
2020-04-24,"Nevada","NV",32,0.712,10
2020-04-24,"New York","NY",36,0.064,1
2020-04-24,"Ohio","OH",39,3.37,42
2020-04-24,"Oklahoma","OK",40,5.405,56
2020-04-24,"Oregon","OR",41,0.936,18
2020-04-24,"Pennsylvania","PA",42,0.92,14
2020-04-24,"Rhode Island","RI",44,0.528,8
2020-04-24,"South Carolina","SC",45,5.937,62
2020-04-24,"South Dakota","SD",46,3.086,60
2020-04-24,"Tennessee","TN",47,5.912,57
2020-04-24,"Texas","TX",48,4.318,47
2020-04-24,"Utah","UT",49,2.693,38
2020-04-24,"Virginia","VA",51,2.508,31
2020-04-24,"Vermont","VT",50,1.25,21
2020-04-24,"Washington","WA",53,0.552,8
2020-04-24,"Wisconsin","WI",55,2.55,38
2020-04-24,"West Virginia","WV",54,3.076,39
2020-04-24,"Wyoming","WY",56,2.664,66
2020-04-25,"Alaska","AK",2,0.656,16
2020-04-25,"Alabama","AL",1,5.287,50
2020-04-25,"Arkansas","AR",5,4.954,51
2020-04-25,"Arizona","AZ",4,0.758,9
2020-04-25,"California","CA",6,0.154,2
2020-04-25,"Colorado","CO",8,0.747,10
2020-04-25,"Connecticut","CT",9,1.549,22
2020-04-25,"Washington, D.C.","DC",11,0.034,0
2020-04-25,"Delaware","DE",10,1.52,18
2020-04-25,"Florida","FL",12,1.701,20
2020-04-25,"Georgia","GA",13,3.817,39
2020-04-25,"Hawaii","HI",15,0.991,14
2020-04-25,"Iowa","IA",19,2.598,37
2020-04-25,"Idaho","ID",16,1.488,27
2020-04-25,"Illinois","IL",17,0.441,6
2020-04-25,"Indiana","IN",18,1.836,22
2020-04-25,"Kansas","KS",20,2.625,35
2020-04-25,"Kentucky","KY",21,2.13,24
2020-04-25,"Louisiana","LA",22,4.028,42
2020-04-25,"Massachusetts","MA",25,0.613,10
2020-04-25,"Maryland","MD",24,0.288,3
2020-04-25,"Maine","ME",23,1.916,26
2020-04-25,"Michigan","MI",26,0.276,3
2020-04-25,"Minnesota","MN",27,1.499,20
2020-04-25,"Missouri","MO",29,2.158,23
2020-04-25,"Mississippi","MS",28,5.266,46
2020-04-25,"Montana","MT",30,1.182,28
2020-04-25,"North Carolina","NC",37,2.869,29
2020-04-25,"North Dakota","ND",38,1.483,34
2020-04-25,"Nebraska","NE",31,2.719,40
2020-04-25,"New Hampshire","NH",33,2.396,27
2020-04-25,"New Jersey","NJ",34,0.408,5
2020-04-25,"New Mexico","NM",35,1.043,17
2020-04-25,"Nevada","NV",32,0.124,1
2020-04-25,"New York","NY",36,0.091,1
2020-04-25,"Ohio","OH",39,2.153,27
2020-04-25,"Oklahoma","OK",40,4.36,45
2020-04-25,"Oregon","OR",41,0.085,1
2020-04-25,"Pennsylvania","PA",42,0.798,12
2020-04-25,"Rhode Island","RI",44,1.201,19
2020-04-25,"South Carolina","SC",45,4.173,43
2020-04-25,"South Dakota","SD",46,1.996,39
2020-04-25,"Tennessee","TN",47,2.971,29
2020-04-25,"Texas","TX",48,2.935,32
2020-04-25,"Utah","UT",49,1.854,26
2020-04-25,"Virginia","VA",51,1.163,14
2020-04-25,"Vermont","VT",50,1.168,19
2020-04-25,"Washington","WA",53,0.052,0
2020-04-25,"Wisconsin","WI",55,1.088,16
2020-04-25,"West Virginia","WV",54,2.003,25
2020-04-25,"Wyoming","WY",56,2.395,59
2020-04-26,"Alaska","AK",2,0.13,3
2020-04-26,"Alabama","AL",1,3.543,33
2020-04-26,"Arkansas","AR",5,3.844,40
2020-04-26,"Arizona","AZ",4,0.07,0
2020-04-26,"California","CA",6,0.041,0
2020-04-26,"Colorado","CO",8,0.094,1
2020-04-26,"Connecticut","CT",9,0.041,0
2020-04-26,"Washington, D.C.","DC",11,0.021,0
2020-04-26,"Delaware","DE",10,0.045,0
2020-04-26,"Florida","FL",12,0.451,5
2020-04-26,"Georgia","GA",13,1.776,18
2020-04-26,"Hawaii","HI",15,0.343,5
2020-04-26,"Iowa","IA",19,1.644,23
2020-04-26,"Idaho","ID",16,0.321,5
2020-04-26,"Illinois","IL",17,0.547,7
2020-04-26,"Indiana","IN",18,0.663,7
2020-04-26,"Kansas","KS",20,1.451,19
2020-04-26,"Kentucky","KY",21,0.489,5
2020-04-26,"Louisiana","LA",22,2.576,27
2020-04-26,"Massachusetts","MA",25,0.037,0
2020-04-26,"Maryland","MD",24,0.031,0
2020-04-26,"Maine","ME",23,0.149,2
2020-04-26,"Michigan","MI",26,0.121,1
2020-04-26,"Minnesota","MN",27,0.375,5
2020-04-26,"Missouri","MO",29,2.142,22
2020-04-26,"Mississippi","MS",28,3.648,32
2020-04-26,"Montana","MT",30,0.525,12
2020-04-26,"North Carolina","NC",37,1.494,15
2020-04-26,"North Dakota","ND",38,0.439,10
2020-04-26,"Nebraska","NE",31,1.856,27
2020-04-26,"New Hampshire","NH",33,0.089,1
2020-04-26,"New Jersey","NJ",34,0.03,0
2020-04-26,"New Mexico","NM",35,0.187,3
