"date","statename","statepostal","fips","m50","m50_index"
2020-07-02,"Ohio","OH",39,7.274,91
2020-07-02,"Oklahoma","OK",40,9.327,97
2020-07-02,"Oregon","OR",41,4.588,88
2020-07-02,"Pennsylvania","PA",42,5.523,87
2020-07-02,"Rhode Island","RI",44,4.915,80
2020-07-02,"South Carolina","SC",45,8.694,90
2020-07-02,"South Dakota","SD",46,7.99,156
2020-07-02,"Tennessee","TN",47,9.847,96
2020-07-02,"Texas","TX",48,6.718,74
2020-07-02,"Utah","UT",49,6.098,86
2020-07-02,"Virginia","VA",51,6.268,78
2020-07-02,"Vermont","VT",50,5.707,96
2020-07-02,"Washington","WA",53,4.944,80
2020-07-02,"Wisconsin","WI",55,7.267,109
2020-07-02,"West Virginia","WV",54,7.819,101
2020-07-02,"Wyoming","WY",56,6.207,154
2020-07-03,"Alaska","AK",2,4.383,109
2020-07-03,"Alabama","AL",1,10.137,96
2020-07-03,"Arkansas","AR",5,9.185,96
2020-07-03,"Arizona","AZ",4,3.835,49
2020-07-03,"California","CA",6,3.484,50
2020-07-03,"Colorado","CO",8,5.745,81
2020-07-03,"Connecticut","CT",9,4.304,63
2020-07-03,"Washington, D.C.","DC",11,3.61,98
2020-07-03,"Delaware","DE",10,5.722,68
2020-07-03,"Florida","FL",12,5.765,70
2020-07-03,"Georgia","GA",13,8.732,89
2020-07-03,"Hawaii","HI",15,4.577,67
2020-07-03,"Iowa","IA",19,7.92,114
2020-07-03,"Idaho","ID",16,6.022,110
2020-07-03,"Illinois","IL",17,6.235,85
2020-07-03,"Indiana","IN",18,7.64,91
2020-07-03,"Kansas","KS",20,6.578,89
2020-07-03,"Kentucky","KY",21,8.551,99
2020-07-03,"Louisiana","LA",22,7.824,83
2020-07-03,"Massachusetts","MA",25,3.983,65
2020-07-03,"Maryland","MD",24,4.923,62
2020-07-03,"Maine","ME",23,6.325,88
2020-07-03,"Michigan","MI",26,6.594,82
2020-07-03,"Minnesota","MN",27,6.289,85
2020-07-03,"Missouri","MO",29,8.08,86
2020-07-03,"Mississippi","MS",28,11.063,98
2020-07-03,"Montana","MT",30,5.956,143
2020-07-03,"North Carolina","NC",37,8.064,82
2020-07-03,"North Dakota","ND",38,5.653,132
2020-07-03,"Nebraska","NE",31,7.099,106
2020-07-03,"New Hampshire","NH",33,5.998,67
2020-07-03,"New Jersey","NJ",34,4.079,57
2020-07-03,"New Mexico","NM",35,4.605,77
2020-07-03,"Nevada","NV",32,4.204,59
2020-07-03,"New York","NY",36,3.1,59
2020-07-03,"Ohio","OH",39,7.124,89
2020-07-03,"Oklahoma","OK",40,8.718,90
2020-07-03,"Oregon","OR",41,4.227,81
2020-07-03,"Pennsylvania","PA",42,5.356,84
2020-07-03,"Rhode Island","RI",44,4.426,72
2020-07-03,"South Carolina","SC",45,8.522,89
2020-07-03,"South Dakota","SD",46,7.638,149
2020-07-03,"Tennessee","TN",47,9.506,92
2020-07-03,"Texas","TX",48,6.314,69
2020-07-03,"Utah","UT",49,5.709,80
2020-07-03,"Virginia","VA",51,6.112,76
2020-07-03,"Vermont","VT",50,5.18,87
2020-07-03,"Washington","WA",53,4.722,76
2020-07-03,"Wisconsin","WI",55,6.505,97
2020-07-03,"West Virginia","WV",54,7.646,99
2020-07-03,"Wyoming","WY",56,6.276,156
2020-07-04,"Alaska","AK",2,2.874,71
2020-07-04,"Alabama","AL",1,7.604,72
2020-07-04,"Arkansas","AR",5,6.722,70
2020-07-04,"Arizona","AZ",4,2.019,25
2020-07-04,"California","CA",6,1.715,25
2020-07-04,"Colorado","CO",8,3.784,53
2020-07-04,"Connecticut","CT",9,3.582,53
2020-07-04,"Washington, D.C.","DC",11,1.97,53
2020-07-04,"Delaware","DE",10,4.159,49
2020-07-04,"Florida","FL",12,3.59,44
2020-07-04,"Georgia","GA",13,6.149,62
2020-07-04,"Hawaii","HI",15,2.907,42
2020-07-04,"Iowa","IA",19,5.572,80
2020-07-04,"Idaho","ID",16,4.392,80
2020-07-04,"Illinois","IL",17,4.414,60
2020-07-04,"Indiana","IN",18,5.825,69
2020-07-04,"Kansas","KS",20,4.793,65
2020-07-04,"Kentucky","KY",21,6.863,79
2020-07-04,"Louisiana","LA",22,5.951,63
2020-07-04,"Massachusetts","MA",25,2.837,46
2020-07-04,"Maryland","MD",24,3.344,42
2020-07-04,"Maine","ME",23,4.717,66
2020-07-04,"Michigan","MI",26,4.824,60
2020-07-04,"Minnesota","MN",27,3.832,51
2020-07-04,"Missouri","MO",29,5.815,62
2020-07-04,"Mississippi","MS",28,7.834,69
2020-07-04,"Montana","MT",30,4.085,98
2020-07-04,"North Carolina","NC",37,5.971,61
2020-07-04,"North Dakota","ND",38,4.05,94
2020-07-04,"Nebraska","NE",31,4.944,74
2020-07-04,"New Hampshire","NH",33,4.439,50
2020-07-04,"New Jersey","NJ",34,2.843,39
2020-07-04,"New Mexico","NM",35,2.946,49
2020-07-04,"Nevada","NV",32,2.949,41
2020-07-04,"New York","NY",36,2.156,41
2020-07-04,"Ohio","OH",39,5.236,65
2020-07-04,"Oklahoma","OK",40,6.762,70
2020-07-04,"Oregon","OR",41,2.66,51
2020-07-04,"Pennsylvania","PA",42,3.708,58
2020-07-04,"Rhode Island","RI",44,3.624,59
2020-07-04,"South Carolina","SC",45,6.41,67
2020-07-04,"South Dakota","SD",46,6.447,126
2020-07-04,"Tennessee","TN",47,7.429,72
2020-07-04,"Texas","TX",48,4.274,47
2020-07-04,"Utah","UT",49,4.26,60
2020-07-04,"Virginia","VA",51,4.308,53
2020-07-04,"Vermont","VT",50,4.158,70
2020-07-04,"Washington","WA",53,2.906,47
2020-07-04,"Wisconsin","WI",55,4.566,68
2020-07-04,"West Virginia","WV",54,5.72,74
2020-07-04,"Wyoming","WY",56,4.847,120
2020-07-05,"Alaska","AK",2,2.45,61
2020-07-05,"Alabama","AL",1,6.882,65
2020-07-05,"Arkansas","AR",5,6.262,65
2020-07-05,"Arizona","AZ",4,1.226,15
2020-07-05,"California","CA",6,1.368,19
2020-07-05,"Colorado","CO",8,3.708,52
2020-07-05,"Connecticut","CT",9,3.306,49
2020-07-05,"Washington, D.C.","DC",11,2.035,55
2020-07-05,"Delaware","DE",10,3.923,47
2020-07-05,"Florida","FL",12,2.834,34
2020-07-05,"Georgia","GA",13,5.285,54
2020-07-05,"Hawaii","HI",15,2.768,40
2020-07-05,"Iowa","IA",19,4.817,69
2020-07-05,"Idaho","ID",16,3.807,69
2020-07-05,"Illinois","IL",17,3.654,50
2020-07-05,"Indiana","IN",18,5.197,62
2020-07-05,"Kansas","KS",20,3.754,51
2020-07-05,"Kentucky","KY",21,5.873,68
2020-07-05,"Louisiana","LA",22,4.616,49
2020-07-05,"Massachusetts","MA",25,2.323,38
2020-07-05,"Maryland","MD",24,2.142,27
2020-07-05,"Maine","ME",23,4.601,64
2020-07-05,"Michigan","MI",26,4.622,57
2020-07-05,"Minnesota","MN",27,3.919,53
2020-07-05,"Missouri","MO",29,5.698,60
2020-07-05,"Mississippi","MS",28,7.131,63
2020-07-05,"Montana","MT",30,4.756,114
2020-07-05,"North Carolina","NC",37,4.866,49
2020-07-05,"North Dakota","ND",38,3.573,83
2020-07-05,"Nebraska","NE",31,4.445,66
2020-07-05,"New Hampshire","NH",33,5.012,56
2020-07-05,"New Jersey","NJ",34,2.412,33
2020-07-05,"New Mexico","NM",35,2.406,40
2020-07-05,"Nevada","NV",32,2.278,32
2020-07-05,"New York","NY",36,1.71,33
2020-07-05,"Ohio","OH",39,4.522,56
2020-07-05,"Oklahoma","OK",40,5.769,60
2020-07-05,"Oregon","OR",41,2.429,47
2020-07-05,"Pennsylvania","PA",42,3.216,50
2020-07-05,"Rhode Island","RI",44,3.319,54
2020-07-05,"South Carolina","SC",45,5.652,59
2020-07-05,"South Dakota","SD",46,6.591,129
2020-07-05,"Tennessee","TN",47,6.328,61
2020-07-05,"Texas","TX",48,3.145,34
2020-07-05,"Utah","UT",49,2.038,28
2020-07-05,"Virginia","VA",51,3.384,42
2020-07-05,"Vermont","VT",50,4.19,70
2020-07-05,"Washington","WA",53,2.524,40
2020-07-05,"Wisconsin","WI",55,4.93,74
2020-07-05,"West Virginia","WV",54,5.264,68
2020-07-05,"Wyoming","WY",56,5.075,126
2020-07-06,"Alaska","AK",2,3.508,87
2020-07-06,"Alabama","AL",1,9.397,89
2020-07-06,"Arkansas","AR",5,8.41,88
2020-07-06,"Arizona","AZ",4,3.644,46
2020-07-06,"California","CA",6,3.389,49
2020-07-06,"Colorado","CO",8,5.413,76
2020-07-06,"Connecticut","CT",9,4.307,63
2020-07-06,"Washington, D.C.","DC",11,1.04,28
2020-07-06,"Delaware","DE",10,5.299,63
2020-07-06,"Florida","FL",12,5.295,64
2020-07-06,"Georgia","GA",13,7.478,76
2020-07-06,"Hawaii","HI",15,4.228,62
2020-07-06,"Iowa","IA",19,6.372,91
2020-07-06,"Idaho","ID",16,5.778,105
2020-07-06,"Illinois","IL",17,5.313,73
2020-07-06,"Indiana","IN",18,7.01,84
2020-07-06,"Kansas","KS",20,5.998,81
2020-07-06,"Kentucky","KY",21,7.394,85
2020-07-06,"Louisiana","LA",22,7.216,76
2020-07-06,"Massachusetts","MA",25,3.565,58
2020-07-06,"Maryland","MD",24,3.63,45
2020-07-06,"Maine","ME",23,6.383,89
2020-07-06,"Michigan","MI",26,6.351,79
2020-07-06,"Minnesota","MN",27,5.389,72
2020-07-06,"Missouri","MO",29,7.497,79
2020-07-06,"Mississippi","MS",28,10.216,91
2020-07-06,"Montana","MT",30,5.62,135
2020-07-06,"North Carolina","NC",37,7.317,75
2020-07-06,"North Dakota","ND",38,4.851,113
2020-07-06,"Nebraska","NE",31,5.969,89
2020-07-06,"New Hampshire","NH",33,6.57,74
2020-07-06,"New Jersey","NJ",34,3.193,44
2020-07-06,"New Mexico","NM",35,4.053,68
2020-07-06,"Nevada","NV",32,4.147,58
2020-07-06,"New York","NY",36,2.613,50
2020-07-06,"Ohio","OH",39,6.326,79
2020-07-06,"Oklahoma","OK",40,8.126,84
2020-07-06,"Oregon","OR",41,3.803,73
2020-07-06,"Pennsylvania","PA",42,4.316,68
2020-07-06,"Rhode Island","RI",44,4.225,69
2020-07-06,"South Carolina","SC",45,7.482,78
2020-07-06,"South Dakota","SD",46,6.116,119
2020-07-06,"Tennessee","TN",47,8.644,84
2020-07-06,"Texas","TX",48,5.527,60
2020-07-06,"Utah","UT",49,5.286,74
2020-07-06,"Virginia","VA",51,5.144,64
2020-07-06,"Vermont","VT",50,5.748,97
2020-07-06,"Washington","WA",53,4.132,67
2020-07-06,"Wisconsin","WI",55,6.017,90
2020-07-06,"West Virginia","WV",54,6.613,85
2020-07-06,"Wyoming","WY",56,5.312,132
2020-07-07,"Alaska","AK",2,3.348,83
2020-07-07,"Alabama","AL",1,9.864,93
2020-07-07,"Arkansas","AR",5,8.964,93
2020-07-07,"Arizona","AZ",4,3.961,50
2020-07-07,"California","CA",6,3.146,45
2020-07-07,"Colorado","CO",8,5.736,81
2020-07-07,"Connecticut","CT",9,4.516,67
2020-07-07,"Washington, D.C.","DC",11,0.904,24
2020-07-07,"Delaware","DE",10,5.551,66
2020-07-07,"Florida","FL",12,5.971,73
2020-07-07,"Georgia","GA",13,7.893,80
2020-07-07,"Hawaii","HI",15,4.16,61
2020-07-07,"Iowa","IA",19,6.946,100
2020-07-07,"Idaho","ID",16,5.489,100
2020-07-07,"Illinois","IL",17,5.77,79
2020-07-07,"Indiana","IN",18,7.41,89
2020-07-07,"Kansas","KS",20,6.517,88
2020-07-07,"Kentucky","KY",21,7.859,91
2020-07-07,"Louisiana","LA",22,7.759,82
2020-07-07,"Massachusetts","MA",25,4.022,66
2020-07-07,"Maryland","MD",24,4.025,50
2020-07-07,"Maine","ME",23,6.613,92
2020-07-07,"Michigan","MI",26,6.544,81
2020-07-07,"Minnesota","MN",27,6.268,84
2020-07-07,"Missouri","MO",29,7.948,84
2020-07-07,"Mississippi","MS",28,10.516,93
2020-07-07,"Montana","MT",30,5.201,125
2020-07-07,"North Carolina","NC",37,7.477,76
2020-07-07,"North Dakota","ND",38,4.886,114
2020-07-07,"Nebraska","NE",31,6.542,97
2020-07-07,"New Hampshire","NH",33,6.837,77
2020-07-07,"New Jersey","NJ",34,3.98,55
2020-07-07,"New Mexico","NM",35,4.492,75
2020-07-07,"Nevada","NV",32,4.2,59
2020-07-07,"New York","NY",36,2.934,56
2020-07-07,"Ohio","OH",39,6.624,83
2020-07-07,"Oklahoma","OK",40,8.738,91
2020-07-07,"Oregon","OR",41,3.95,76
2020-07-07,"Pennsylvania","PA",42,4.881,77
2020-07-07,"Rhode Island","RI",44,4.622,75
2020-07-07,"South Carolina","SC",45,7.531,78
2020-07-07,"South Dakota","SD",46,6.524,127
2020-07-07,"Tennessee","TN",47,9.062,88
2020-07-07,"Texas","TX",48,6.169,68
2020-07-07,"Utah","UT",49,5.493,77
2020-07-07,"Virginia","VA",51,5.698,71
2020-07-07,"Vermont","VT",50,5.537,93
2020-07-07,"Washington","WA",53,4.048,65
2020-07-07,"Wisconsin","WI",55,6.14,92
2020-07-07,"West Virginia","WV",54,6.917,89
2020-07-07,"Wyoming","WY",56,5.224,129
2020-07-08,"Alaska","AK",2,3.018,75
2020-07-08,"Alabama","AL",1,10.271,97
2020-07-08,"Arkansas","AR",5,9.166,96
2020-07-08,"Arizona","AZ",4,3.936,50
2020-07-08,"California","CA",6,3.325,48
2020-07-08,"Colorado","CO",8,5.924,84
2020-07-08,"Connecticut","CT",9,4.679,69
2020-07-08,"Washington, D.C.","DC",11,0.859,23
2020-07-08,"Delaware","DE",10,6.328,76
2020-07-08,"Florida","FL",12,6.394,78
2020-07-08,"Georgia","GA",13,8.763,89
2020-07-08,"Hawaii","HI",15,4.01,59
2020-07-08,"Iowa","IA",19,7.217,103
2020-07-08,"Idaho","ID",16,5.689,104
2020-07-08,"Illinois","IL",17,5.988,82
2020-07-08,"Indiana","IN",18,7.858,94
2020-07-08,"Kansas","KS",20,6.7,91
2020-07-08,"Kentucky","KY",21,8.289,96
2020-07-08,"Louisiana","LA",22,8.62,91
2020-07-08,"Massachusetts","MA",25,4.184,69
2020-07-08,"Maryland","MD",24,5.062,63
2020-07-08,"Maine","ME",23,6.365,89
2020-07-08,"Michigan","MI",26,7.133,89
2020-07-08,"Minnesota","MN",27,6.045,81
2020-07-08,"Missouri","MO",29,8.303,88
2020-07-08,"Mississippi","MS",28,10.699,95
2020-07-08,"Montana","MT",30,5.504,132
2020-07-08,"North Carolina","NC",37,8.097,83
2020-07-08,"North Dakota","ND",38,5.088,118
2020-07-08,"Nebraska","NE",31,6.52,97
2020-07-08,"New Hampshire","NH",33,6.53,73
2020-07-08,"New Jersey","NJ",34,4.438,62
2020-07-08,"New Mexico","NM",35,4.572,76
2020-07-08,"Nevada","NV",32,4.241,60
2020-07-08,"New York","NY",36,3.327,64
2020-07-08,"Ohio","OH",39,7.219,90
2020-07-08,"Oklahoma","OK",40,8.89,92
2020-07-08,"Oregon","OR",41,4.055,78
2020-07-08,"Pennsylvania","PA",42,5.418,85
2020-07-08,"Rhode Island","RI",44,4.847,79
2020-07-08,"South Carolina","SC",45,8.502,88
2020-07-08,"South Dakota","SD",46,6.882,134
2020-07-08,"Tennessee","TN",47,9.494,92
2020-07-08,"Texas","TX",48,6.693,73
2020-07-08,"Utah","UT",49,5.536,78
2020-07-08,"Virginia","VA",51,6.28,78
2020-07-08,"Vermont","VT",50,5.094,86
2020-07-08,"Washington","WA",53,4.292,69
2020-07-08,"Wisconsin","WI",55,6.718,101
2020-07-08,"West Virginia","WV",54,7.696,99
2020-07-08,"Wyoming","WY",56,5.533,137
2020-07-09,"Alaska","AK",2,3.395,84
2020-07-09,"Alabama","AL",1,10.54,100
2020-07-09,"Arkansas","AR",5,8.864,92
2020-07-09,"Arizona","AZ",4,3.912,50
2020-07-09,"California","CA",6,3.521,51
2020-07-09,"Colorado","CO",8,6.002,85
2020-07-09,"Connecticut","CT",9,5.062,75
2020-07-09,"Washington, D.C.","DC",11,1.605,43
2020-07-09,"Delaware","DE",10,6.365,76
2020-07-09,"Florida","FL",12,6.372,78
2020-07-09,"Georgia","GA",13,8.81,90
2020-07-09,"Hawaii","HI",15,3.942,58
2020-07-09,"Iowa","IA",19,6.791,97
2020-07-09,"Idaho","ID",16,5.816,106
2020-07-09,"Illinois","IL",17,5.927,81
2020-07-09,"Indiana","IN",18,7.771,93
2020-07-09,"Kansas","KS",20,6.363,86
2020-07-09,"Kentucky","KY",21,8.218,95
2020-07-09,"Louisiana","LA",22,8.71,92
2020-07-09,"Massachusetts","MA",25,4.427,73
2020-07-09,"Maryland","MD",24,4.772,60
2020-07-09,"Maine","ME",23,7.007,98
2020-07-09,"Michigan","MI",26,6.725,84
2020-07-09,"Minnesota","MN",27,6.224,84
2020-07-09,"Missouri","MO",29,8.17,87
2020-07-09,"Mississippi","MS",28,11.22,100
2020-07-09,"Montana","MT",30,5.729,137
2020-07-09,"North Carolina","NC",37,8.094,83
2020-07-09,"North Dakota","ND",38,5.588,130
2020-07-09,"Nebraska","NE",31,6.577,98
2020-07-09,"New Hampshire","NH",33,7.211,81
2020-07-09,"New Jersey","NJ",34,4.548,63
2020-07-09,"New Mexico","NM",35,4.371,73
2020-07-09,"Nevada","NV",32,4.262,60
2020-07-09,"New York","NY",36,3.424,66
2020-07-09,"Ohio","OH",39,7.011,88
2020-07-09,"Oklahoma","OK",40,8.822,92
2020-07-09,"Oregon","OR",41,4.148,80
2020-07-09,"Pennsylvania","PA",42,5.371,85
2020-07-09,"Rhode Island","RI",44,5.088,83
2020-07-09,"South Carolina","SC",45,8.656,90
2020-07-09,"South Dakota","SD",46,6.963,136
2020-07-09,"Tennessee","TN",47,9.493,92
2020-07-09,"Texas","TX",48,6.713,74
2020-07-09,"Utah","UT",49,5.533,78
2020-07-09,"Virginia","VA",51,6.04,75
2020-07-09,"Vermont","VT",50,5.479,92
2020-07-09,"Washington","WA",53,4.28,69
2020-07-09,"Wisconsin","WI",55,6.106,91
2020-07-09,"West Virginia","WV",54,7.378,95
2020-07-09,"Wyoming","WY",56,5.902,146
2020-07-10,"Alaska","AK",2,4.069,101
2020-07-10,"Alabama","AL",1,11.624,110
2020-07-10,"Arkansas","AR",5,10.61,111
2020-07-10,"Arizona","AZ",4,4.472,57
2020-07-10,"California","CA",6,3.877,56
2020-07-10,"Colorado","CO",8,6.605,93
2020-07-10,"Connecticut","CT",9,4.394,65
2020-07-10,"Washington, D.C.","DC",11,2.349,64
2020-07-10,"Delaware","DE",10,4.966,59
2020-07-10,"Florida","FL",12,6.812,83
2020-07-10,"Georgia","GA",13,9.779,100
2020-07-10,"Hawaii","HI",15,4.721,69
2020-07-10,"Iowa","IA",19,8.791,126
2020-07-10,"Idaho","ID",16,6.329,116
2020-07-10,"Illinois","IL",17,7.027,96
2020-07-10,"Indiana","IN",18,8.796,105
2020-07-10,"Kansas","KS",20,7.894,107
2020-07-10,"Kentucky","KY",21,9.189,106
2020-07-10,"Louisiana","LA",22,9.392,99
2020-07-10,"Massachusetts","MA",25,4.284,70
2020-07-10,"Maryland","MD",24,5.183,65
2020-07-10,"Maine","ME",23,7.766,109
2020-07-10,"Michigan","MI",26,6.961,87
2020-07-10,"Minnesota","MN",27,8.19,110
2020-07-10,"Missouri","MO",29,9.646,102
2020-07-10,"Mississippi","MS",28,12.525,111
2020-07-10,"Montana","MT",30,6.097,146
2020-07-10,"North Carolina","NC",37,8.902,91
2020-07-10,"North Dakota","ND",38,6.649,155
2020-07-10,"Nebraska","NE",31,7.772,116
2020-07-10,"New Hampshire","NH",33,7.478,84
2020-07-10,"New Jersey","NJ",34,2.827,39
2020-07-10,"New Mexico","NM",35,4.996,84
2020-07-10,"Nevada","NV",32,4.707,66
2020-07-10,"New York","NY",36,2.71,52
2020-07-10,"Ohio","OH",39,7.694,96
2020-07-10,"Oklahoma","OK",40,9.619,100
2020-07-10,"Oregon","OR",41,4.684,90
2020-07-10,"Pennsylvania","PA",42,5.205,82
2020-07-10,"Rhode Island","RI",44,4.64,76
2020-07-10,"South Carolina","SC",45,9.447,98
2020-07-10,"South Dakota","SD",46,8.326,163
2020-07-10,"Tennessee","TN",47,10.503,102
2020-07-10,"Texas","TX",48,7.438,81
2020-07-10,"Utah","UT",49,6.313,89
2020-07-10,"Virginia","VA",51,6.619,82
2020-07-10,"Vermont","VT",50,5.742,97
2020-07-10,"Washington","WA",53,5.247,85
2020-07-10,"Wisconsin","WI",55,7.773,117
2020-07-10,"West Virginia","WV",54,7.918,102
2020-07-10,"Wyoming","WY",56,6.486,161
2020-07-11,"Alaska","AK",2,3.166,79
2020-07-11,"Alabama","AL",1,10.464,99
2020-07-11,"Arkansas","AR",5,8.471,88
2020-07-11,"Arizona","AZ",4,2.962,37
2020-07-11,"California","CA",6,2.89,42
2020-07-11,"Colorado","CO",8,5.36,76
2020-07-11,"Connecticut","CT",9,4.211,62
2020-07-11,"Washington, D.C.","DC",11,6.42,175
2020-07-11,"Delaware","DE",10,5.614,67
2020-07-11,"Florida","FL",12,5.371,65
2020-07-11,"Georgia","GA",13,8.652,88
2020-07-11,"Hawaii","HI",15,4.562,67
2020-07-11,"Iowa","IA",19,6.997,100
2020-07-11,"Idaho","ID",16,5.414,99
2020-07-11,"Illinois","IL",17,5.677,78
2020-07-11,"Indiana","IN",18,7.516,90
2020-07-11,"Kansas","KS",20,5.8,78
2020-07-11,"Kentucky","KY",21,8.157,94
2020-07-11,"Louisiana","LA",22,7.927,84
2020-07-11,"Massachusetts","MA",25,3.649,60
2020-07-11,"Maryland","MD",24,4.646,58
2020-07-11,"Maine","ME",23,4.768,66
2020-07-11,"Michigan","MI",26,6.429,80
2020-07-11,"Minnesota","MN",27,5.151,69
2020-07-11,"Missouri","MO",29,7.541,80
2020-07-11,"Mississippi","MS",28,10.765,96
2020-07-11,"Montana","MT",30,5.524,132
2020-07-11,"North Carolina","NC",37,7.989,81
2020-07-11,"North Dakota","ND",38,4.696,109
2020-07-11,"Nebraska","NE",31,6.506,97
2020-07-11,"New Hampshire","NH",33,5.039,57
2020-07-11,"New Jersey","NJ",34,3.658,51
2020-07-11,"New Mexico","NM",35,3.814,64
2020-07-11,"Nevada","NV",32,3.446,48
2020-07-11,"New York","NY",36,2.443,47
2020-07-11,"Ohio","OH",39,6.508,81
2020-07-11,"Oklahoma","OK",40,7.608,79
2020-07-11,"Oregon","OR",41,3.956,76
2020-07-11,"Pennsylvania","PA",42,4.849,76
2020-07-11,"Rhode Island","RI",44,4.163,68
2020-07-11,"South Carolina","SC",45,8.74,91
2020-07-11,"South Dakota","SD",46,7.431,145
2020-07-11,"Tennessee","TN",47,9.204,89
2020-07-11,"Texas","TX",48,5.706,62
2020-07-11,"Utah","UT",49,5.028,71
2020-07-11,"Virginia","VA",51,5.665,70
2020-07-11,"Vermont","VT",50,2.904,49
2020-07-11,"Washington","WA",53,3.974,64
2020-07-11,"Wisconsin","WI",55,6.092,91
2020-07-11,"West Virginia","WV",54,6.746,87
2020-07-11,"Wyoming","WY",56,5.654,140
2020-07-12,"Alaska","AK",2,2.231,55
2020-07-12,"Alabama","AL",1,6.988,66
2020-07-12,"Arkansas","AR",5,6.89,72
2020-07-12,"Arizona","AZ",4,1.465,18
2020-07-12,"California","CA",6,1.994,29
2020-07-12,"Colorado","CO",8,4.076,57
2020-07-12,"Connecticut","CT",9,4.701,69
2020-07-12,"Washington, D.C.","DC",11,12.165,332
2020-07-12,"Delaware","DE",10,5.197,62
2020-07-12,"Florida","FL",12,4.339,53
2020-07-12,"Georgia","GA",13,6.658,68
2020-07-12,"Hawaii","HI",15,3.462,51
2020-07-12,"Iowa","IA",19,6.292,90
2020-07-12,"Idaho","ID",16,3.857,70
2020-07-12,"Illinois","IL",17,4.8,66
2020-07-12,"Indiana","IN",18,6.119,73
2020-07-12,"Kansas","KS",20,4.879,66
2020-07-12,"Kentucky","KY",21,6.393,74
2020-07-12,"Louisiana","LA",22,6.329,67
2020-07-12,"Massachusetts","MA",25,3.876,63
2020-07-12,"Maryland","MD",24,3.825,48
2020-07-12,"Maine","ME",23,5.676,79
2020-07-12,"Michigan","MI",26,5.612,70
2020-07-12,"Minnesota","MN",27,5.509,74
2020-07-12,"Missouri","MO",29,6.622,70
2020-07-12,"Mississippi","MS",28,8.336,74
2020-07-12,"Montana","MT",30,4.77,114
2020-07-12,"North Carolina","NC",37,6.864,70
2020-07-12,"North Dakota","ND",38,4.617,107
2020-07-12,"Nebraska","NE",31,5.642,84
2020-07-12,"New Hampshire","NH",33,5.738,64
2020-07-12,"New Jersey","NJ",34,4.002,55
2020-07-12,"New Mexico","NM",35,2.629,44
2020-07-12,"Nevada","NV",32,2.552,36
2020-07-12,"New York","NY",36,2.99,57
2020-07-12,"Ohio","OH",39,5.398,67
2020-07-12,"Oklahoma","OK",40,6.357,66
2020-07-12,"Oregon","OR",41,3.086,59
2020-07-12,"Pennsylvania","PA",42,4.653,73
2020-07-12,"Rhode Island","RI",44,4.808,78
2020-07-12,"South Carolina","SC",45,7.034,73
2020-07-12,"South Dakota","SD",46,7.629,149
2020-07-12,"Tennessee","TN",47,6.751,65
2020-07-12,"Texas","TX",48,4.049,44
2020-07-12,"Utah","UT",49,2.06,29
2020-07-12,"Virginia","VA",51,4.801,59
2020-07-12,"Vermont","VT",50,2.854,48
2020-07-12,"Washington","WA",53,2.928,47
2020-07-12,"Wisconsin","WI",55,6.084,91
2020-07-12,"West Virginia","WV",54,5.836,75
2020-07-12,"Wyoming","WY",56,5.328,132
2020-07-13,"Alaska","AK",2,3.492,87
2020-07-13,"Alabama","AL",1,9.922,94
2020-07-13,"Arkansas","AR",5,8.638,90
2020-07-13,"Arizona","AZ",4,3.41,43
2020-07-13,"California","CA",6,2.572,37
2020-07-13,"Colorado","CO",8,5.165,73
2020-07-13,"Connecticut","CT",9,4.822,71
2020-07-13,"Washington, D.C.","DC",11,3.022,82
2020-07-13,"Delaware","DE",10,6.005,72
2020-07-13,"Florida","FL",12,6.108,74
2020-07-13,"Georgia","GA",13,8.383,85
2020-07-13,"Hawaii","HI",15,3.545,52
2020-07-13,"Iowa","IA",19,6.668,96
2020-07-13,"Idaho","ID",16,5.077,93
2020-07-13,"Illinois","IL",17,5.655,77
2020-07-13,"Indiana","IN",18,7.401,88
2020-07-13,"Kansas","KS",20,6.032,82
2020-07-13,"Kentucky","KY",21,7.823,90
2020-07-13,"Louisiana","LA",22,8.121,86
2020-07-13,"Massachusetts","MA",25,3.796,62
2020-07-13,"Maryland","MD",24,4.453,56
2020-07-13,"Maine","ME",23,6.218,87
2020-07-13,"Michigan","MI",26,6.693,83
2020-07-13,"Minnesota","MN",27,6.006,81
2020-07-13,"Missouri","MO",29,7.683,81
2020-07-13,"Mississippi","MS",28,10.701,95
2020-07-13,"Montana","MT",30,5.132,123
2020-07-13,"North Carolina","NC",37,7.872,80
2020-07-13,"North Dakota","ND",38,4.828,112
2020-07-13,"Nebraska","NE",31,5.913,88
2020-07-13,"New Hampshire","NH",33,6.061,68
2020-07-13,"New Jersey","NJ",34,4.338,60
2020-07-13,"New Mexico","NM",35,3.635,61
2020-07-13,"Nevada","NV",32,3.628,51
2020-07-13,"New York","NY",36,3.236,62
2020-07-13,"Ohio","OH",39,6.804,85
2020-07-13,"Oklahoma","OK",40,8.023,83
2020-07-13,"Oregon","OR",41,3.705,71
2020-07-13,"Pennsylvania","PA",42,5.163,81
2020-07-13,"Rhode Island","RI",44,4.552,74
2020-07-13,"South Carolina","SC",45,8.388,87
2020-07-13,"South Dakota","SD",46,6.3,123
2020-07-13,"Tennessee","TN",47,9.085,88
2020-07-13,"Texas","TX",48,6.144,67
